id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl
1041,@MuhammadHandoyoSubianto,unsub ah,Ugzrm1Cf8MbGMkfXAGt4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugzrm1Cf8MbGMkfXAGt4AaABAg,2024-04-30 5:14:45,0,unsub ah,http://www.youtube.com/@MuhammadHandoyoSubianto
1042,@abgimul4683,"Kok bisah kalah ya, padahal indonesia bayak dukon..",UgzDHWuR7kQl36VjBN54AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzDHWuR7kQl36VjBN54AaABAg,2024-04-30 5:14:30,0,"Kok bisah kalah ya, padahal indonesia bayak dukon..",http://www.youtube.com/@abgimul4683
1043,@bambangsbambang5471,Gk offside juga wasit bayaran,UgwPPOMyMZjW3_nyrCZ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwPPOMyMZjW3_nyrCZ4AaABAg,2024-04-30 5:14:31,0,Gk offside juga wasit bayaran,http://www.youtube.com/@bambangsbambang5471
1044,@a.l8061,"Tetap semangat ya! Bangga kita udah punya progress yang bagus. Jujur cuma berharap menang at least 1x di tahap group. Taunya sampe ke semifinal. Mereka masih u-23, kalau progress kaya gini, mungkin ke depannya tim seniornya juga bagus.",UgwUr68cSy2OhIpGUj54AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwUr68cSy2OhIpGUj54AaABAg,2024-04-30 5:13:15,0,"Tetap semangat ya! Bangga kita udah punya progress yang bagus. Jujur cuma berharap menang at least 1x di tahap group. Taunya sampe ke semifinal. Mereka masih u-23, kalau progress kaya gini, mungkin ke depannya tim seniornya juga bagus.",http://www.youtube.com/@a.l8061
1045,@NazilaCH8252,Wasit nya curang,UgzF7xzpf0l_Hcklonh4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzF7xzpf0l_Hcklonh4AaABAg,2024-04-30 5:13:05,0,Wasit nya curang,http://www.youtube.com/@NazilaCH8252
1046,@hayyamuhasabah,*Panggil Baggot  Idzes tuk gantikan Ridho yg absen di pertandingan selanjutnya* 馃挭馃敟馃専馃憖鉁嶏笍,Ugx4uvCFHpqnv0s3DJV4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugx4uvCFHpqnv0s3DJV4AaABAg,2024-04-30 5:13:04,0,*Panggil Baggot  Idzes tuk gantikan Ridho yg absen di pertandingan selanjutnya* 馃挭馃敟馃専馃憖鉁嶏笍,http://www.youtube.com/@hayyamuhasabah
1047,@opunggis7688,"Coba liat replay ulang , ga offside pas di passing",UgwVS1KYxHJqXsHz5A94AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwVS1KYxHJqXsHz5A94AaABAg,2024-04-30 5:13:01,0,"Coba liat replay ulang , ga offside pas di passing",http://www.youtube.com/@opunggis7688
1048,@augustinussitorus607,Masuk semi final ja udah bangga bnget kmi rakyat Indonesia.. udah melampaui target sebagai tim debutan.. ttep semangat Timnas Indonesia dan Coach STY.. yok bsa bangkit utk olimpiade.. thank you perjuanganmu timnas Garuda dan coach STY.. 馃挭馃徎馃嚠馃嚛馃挭馃徎,UgzDWZowjn2eGs4r_-d4AaABAg,,1,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzDWZowjn2eGs4r_-d4AaABAg,2024-04-30 5:12:39,0,Masuk semi final ja udah bangga bnget kmi rakyat Indonesia.. udah melampaui target sebagai tim debutan.. ttep semangat Timnas Indonesia dan Coach STY.. yok bsa bangkit utk olimpiade.. thank you perjuanganmu timnas Garuda dan coach STY.. 馃挭馃徎馃嚠馃嚛馃挭馃徎,http://www.youtube.com/@augustinussitorus607
1049,@nauraelfatih2608,"Uzbekistan ,sirk maydoni, o\'yinchilar osonlikcha yiqilib, o\'yin juda zaif.",UgxFO-iFcIWiv3hVSTJ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxFO-iFcIWiv3hVSTJ4AaABAg,2024-04-30 5:12:27,0,"Uzbekistan ,sirk maydoni, o\'yinchilar osonlikcha yiqilib, o\'yin juda zaif.",http://www.youtube.com/@nauraelfatih2608
1050,@ellianayt2045,wasith wasit...,UgwDyAPtVA5___XzRGJ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwDyAPtVA5___XzRGJ4AaABAg,2024-04-30 5:12:10,0,wasith wasit...,http://www.youtube.com/@ellianayt2045
1051,@hayyamuhasabah,"*Japan beat 11 Iraqi players, and Uzbekistan beat 10 Indonesian players, where Indonesia\'s goal against Uzbekistan was disallowed by the referee first. What exactly is this sign??* 馃馃檮馃馃憖鉁嶏笍",UgyYMi__Gz6FNLQgWrN4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyYMi__Gz6FNLQgWrN4AaABAg,2024-04-30 5:12:07,0,"*Japan beat 11 Iraqi players, and Uzbekistan beat 10 Indonesian players, where Indonesia\'s goal against Uzbekistan was disallowed by the referee first. What exactly is this sign??* 馃馃檮馃馃憖鉁嶏笍",http://www.youtube.com/@hayyamuhasabah
1052,@changeindonesia,Bravo Indonesia,UgyC7mLp6OgWKU7Wunp4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyC7mLp6OgWKU7Wunp4AaABAg,2024-04-30 5:11:39,0,Bravo Indonesia,http://www.youtube.com/@changeindonesia
1053,@Nyenyenye663,"Di dukung supporter sendiri bukanya semangat malah gugup, emang dari dulu penyakit pemain indonesia gak pernah berubah mental masih lemah di depan banyak orang",UgzyQChhh-nGuytPZ-V4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzyQChhh-nGuytPZ-V4AaABAg,2024-04-30 5:11:35,0,"Di dukung supporter sendiri bukanya semangat malah gugup, emang dari dulu penyakit pemain indonesia gak pernah berubah mental masih lemah di depan banyak orang",http://www.youtube.com/@Nyenyenye663
1054,@user-fd2nb3st1d,Naturalisasi gak oke,Ugwvh2gSwGKMk1s0Y_Z4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugwvh2gSwGKMk1s0Y_Z4AaABAg,2024-04-30 5:11:25,0,Naturalisasi gak oke,http://www.youtube.com/@user-fd2nb3st1d
1055,@keitakigawa9342,tetap semangat!! Bismillah.. olimpiade!,UgykYQCw7K8CdcGZW_p4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgykYQCw7K8CdcGZW_p4AaABAg,2024-04-30 5:11:07,0,tetap semangat!! Bismillah.. olimpiade!,http://www.youtube.com/@keitakigawa9342
1056,@kbndalu8811,AFC malu jika rangking 134 masuk final,UgzrTalnHJmwOcWDa0J4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzrTalnHJmwOcWDa0J4AaABAg,2024-04-30 5:09:04,0,AFC malu jika rangking 134 masuk final,http://www.youtube.com/@kbndalu8811
1057,@nurfaisahtulnajwanajwa9594,Wasitttt nya curang. Huuuuuu,Ugzeu6aq-ya4bcljLVd4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugzeu6aq-ya4bcljLVd4AaABAg,2024-04-30 5:08:48,0,Wasitttt nya curang. Huuuuuu,http://www.youtube.com/@nurfaisahtulnajwanajwa9594
1058,@rjunaidi2002,Bukanya sedikit biya utk pertandingan sportif hrs di junjung sportifitas jk d curangi wasit lebih baik mogok tanding馃帀馃槩,Ugz7mRuxU0JrU-g2Bgp4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugz7mRuxU0JrU-g2Bgp4AaABAg,2024-04-30 5:08:25,0,Bukanya sedikit biya utk pertandingan sportif hrs di junjung sportifitas jk d curangi wasit lebih baik mogok tanding馃帀馃槩,http://www.youtube.com/@rjunaidi2002
1059,@arifrahmad2362,Irak U-23 vs Indonesia U-23 kam 2/5,UgyuF7YhPnUJLFTg3U94AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyuF7YhPnUJLFTg3U94AaABAg,2024-04-30 5:06:54,0,Irak U-23 vs Indonesia U-23 kam 2/5,http://www.youtube.com/@arifrahmad2362
1060,@rjunaidi2002,Mesti nya ketum pssi lakukan protes pd panitia acara dlm afc 23 dn bila perlu lakukan mogok tanding dn pulang lebih awal krn jelas2x d curangi knp g lakukan protes keras,UgwxOVnUt6j4-bx5szN4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwxOVnUt6j4-bx5szN4AaABAg,2024-04-30 5:06:03,0,Mesti nya ketum pssi lakukan protes pd panitia acara dlm afc 23 dn bila perlu lakukan mogok tanding dn pulang lebih awal krn jelas2x d curangi knp g lakukan protes keras,http://www.youtube.com/@rjunaidi2002
1061,@dolopigo9743,"Kalau perebutan juara 3, wasit var ny dri thailand, yaudh hatrick kita am wasit var thailand 馃槀",UgztDWTuDrMbBv8h_u14AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgztDWTuDrMbBv8h_u14AaABAg,2024-04-30 5:04:57,0,"Kalau perebutan juara 3, wasit var ny dri thailand, yaudh hatrick kita am wasit var thailand 馃槀",http://www.youtube.com/@dolopigo9743
1062,@hadysufryadi5027,Bukan wasit yg memimpin tapi wasit VAR org Thailand itu yg memberikan informasi agar wasit yg memimpin memberikan kartu merah terhadap rizky Rido termasuk gol yg dianulir,Ugyo4wA3gNwE_rRG-aN4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugyo4wA3gNwE_rRG-aN4AaABAg,2024-04-30 5:04:21,0,Bukan wasit yg memimpin tapi wasit VAR org Thailand itu yg memberikan informasi agar wasit yg memimpin memberikan kartu merah terhadap rizky Rido termasuk gol yg dianulir,http://www.youtube.com/@hadysufryadi5027
1063,@user-vc9vu4ib6k,馃槀馃槀馃槀 komentator udah kyk megang oiala ajah komennya.. Taunya php wkwwkwkwk,Ugw8ut9s9ll4dMHPmap4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugw8ut9s9ll4dMHPmap4AaABAg,2024-04-30 5:03:50,0,馃槀馃槀馃槀 komentator udah kyk megang oiala ajah komennya.. Taunya php wkwwkwkwk,http://www.youtube.com/@user-vc9vu4ib6k
1064,@user-qr5zh3ps2h,Sy sakit hati dgn wasitnya.,Ugz9GwNmg_jjeZyTZ4Z4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugz9GwNmg_jjeZyTZ4Z4AaABAg,2024-04-30 5:02:56,0,Sy sakit hati dgn wasitnya.,http://www.youtube.com/@user-qr5zh3ps2h
1065,@juniadisyahputra2338,Uzbek masih diatas timnas indo.tapi timnas indo masih bisa bertahan sampai di menit 68 itu sudah pencapaian yg bagus.apa lagi dengan pemain indo debutan.dan sangat disayangkan wasit agak berpihak ke uzbek.apa lagi soal pelanggaran Rizky itu murni bukan disengaja.menghalau bola,UgwDyYFJDp-k5v6GoRB4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwDyYFJDp-k5v6GoRB4AaABAg,2024-04-30 5:02:28,0,Uzbek masih diatas timnas indo.tapi timnas indo masih bisa bertahan sampai di menit 68 itu sudah pencapaian yg bagus.apa lagi dengan pemain indo debutan.dan sangat disayangkan wasit agak berpihak ke uzbek.apa lagi soal pelanggaran Rizky itu murni bukan disengaja.menghalau bola,http://www.youtube.com/@juniadisyahputra2338
1066,@tikafaradila8,"1-2 woy bukan 0-2 liat aja kakinya dimana pas ngegolin, masih di belakang garis..",UgyCLoOIXwQUG67tsRh4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyCLoOIXwQUG67tsRh4AaABAg,2024-04-30 5:01:21,0,"1-2 woy bukan 0-2 liat aja kakinya dimana pas ngegolin, masih di belakang garis..",http://www.youtube.com/@tikafaradila8
1067,@user-kc5uv2vc4i,Wasit kaya ora adil,UgxCtS4pSBI_UkRPvUF4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxCtS4pSBI_UkRPvUF4AaABAg,2024-04-30 5:01:09,0,Wasit kaya ora adil,http://www.youtube.com/@user-kc5uv2vc4i
1068,@taufikpangestu3722,terlalu banyak drama,Ugw1q1syy2ACMBujw2R4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugw1q1syy2ACMBujw2R4AaABAg,2024-04-30 5:00:15,0,terlalu banyak drama,http://www.youtube.com/@taufikpangestu3722
1069,@alitopan9181,"Terlepas dari beberapa kputusan wasit asal cina  wasit var asal tailan, harus kita akui bahwa uzbek bermain lebih baik dgn high press, kdisiplinan, passing2  crossing2 yg lebih akurat yg bikin permainan timnas ga berkembang  hampir 90 menit slalu ditekan. Justru dpertandingan vs uzbek fighting spirit para pemaen timnas ga kliatan  sperti under perform ga sperti pertandingab2 sbelumnya vs korea, jordan  australi Terlebih stelah gol ferari dianulir membuat mental para pemaen timnas smakin down. High press para pemaen timnas sejak babak pertama mulai bisa dbilang ga ada, terus membiarkan para pemaen uzbek menguasai bola  menguasai permainan. Tp yaudah lah... biarin urusan wasit asal cina  wasit var asal tailan jadi urusan netijen Ayo bangkit.. pasti bisa.... vs irak wajib menang!",Ugw4Jh9LfNxo0WXmaJ14AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugw4Jh9LfNxo0WXmaJ14AaABAg,2024-04-30 4:59:22,0,"Terlepas dari beberapa kputusan wasit asal cina  wasit var asal tailan, harus kita akui bahwa uzbek bermain lebih baik dgn high press, kdisiplinan, passing2  crossing2 yg lebih akurat yg bikin permainan timnas ga berkembang  hampir 90 menit slalu ditekan. Justru dpertandingan vs uzbek fighting spirit para pemaen timnas ga kliatan  sperti under perform ga sperti pertandingab2 sbelumnya vs korea, jordan  australi Terlebih stelah gol ferari dianulir membuat mental para pemaen timnas smakin down. High press para pemaen timnas sejak babak pertama mulai bisa dbilang ga ada, terus membiarkan para pemaen uzbek menguasai bola  menguasai permainan. Tp yaudah lah... biarin urusan wasit asal cina  wasit var asal tailan jadi urusan netijen Ayo bangkit.. pasti bisa.... vs irak wajib menang!",http://www.youtube.com/@alitopan9181
1070,@crossroaddf1458,yg bisa ngalahin indonesia di afc kali ini cuma wasit. Udh itu aja,UgwOZpJxbTB7QZFdme14AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwOZpJxbTB7QZFdme14AaABAg,2024-04-30 4:56:12,0,yg bisa ngalahin indonesia di afc kali ini cuma wasit. Udh itu aja,http://www.youtube.com/@crossroaddf1458
1071,@sriyani1708,Wasit di bayar,UgxtyE1ahmy3S6VwHGJ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxtyE1ahmy3S6VwHGJ4AaABAg,2024-04-30 4:55:11,0,Wasit di bayar,http://www.youtube.com/@sriyani1708
1072,@daniel-mf4sb,Tapi walau begitu uzbez emang main nya bagus stamina nya bagus indo kena pres terus Ditambah vr yang aga berlebihan,Ugz8TWccmhAnIJBIGat4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugz8TWccmhAnIJBIGat4AaABAg,2024-04-30 4:53:21,0,Tapi walau begitu uzbez emang main nya bagus stamina nya bagus indo kena pres terus Ditambah vr yang aga berlebihan,http://www.youtube.com/@daniel-mf4sb
1073,@rochmadmaskhuri6323,"Negara Uzbekistan Negara pecahan Uni Soviet terbesar ketiga, setelah Rusia, Ukarina, Uzbekistan dalam jumlah penduduk dan wilayah luasnya juga Lumayan, ikut asia tengah sebagian besar warganya juga muslim, etnis perpaduan rumpun Turki, Mongolia, Rusia, walaupun pecahan Uni Soviet setelah bubar, negara ini lebih besar daripada Belanda dalam jumlah penduduk 2 kali dan wilayahnya sejak bubar dari Uni Soviet, Uzbekistan pernah juara di tim seniornya di Asia klo tidak salah Asian Games awal 2000 an, hanya sekarang timnas senionya agak menurun namun kelompok umur masih salah satu yang terbaik di Asia, beberapa kali mengalahkan korsel dan Jepang, dengan postur eropa dan main gaya eropnya",UgwVHyzgmwpLMRc0TPB4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwVHyzgmwpLMRc0TPB4AaABAg,2024-04-30 4:52:05,0,"Negara Uzbekistan Negara pecahan Uni Soviet terbesar ketiga, setelah Rusia, Ukarina, Uzbekistan dalam jumlah penduduk dan wilayah luasnya juga Lumayan, ikut asia tengah sebagian besar warganya juga muslim, etnis perpaduan rumpun Turki, Mongolia, Rusia, walaupun pecahan Uni Soviet setelah bubar, negara ini lebih besar daripada Belanda dalam jumlah penduduk 2 kali dan wilayahnya sejak bubar dari Uni Soviet, Uzbekistan pernah juara di tim seniornya di Asia klo tidak salah Asian Games awal 2000 an, hanya sekarang timnas senionya agak menurun namun kelompok umur masih salah satu yang terbaik di Asia, beberapa kali mengalahkan korsel dan Jepang, dengan postur eropa dan main gaya eropnya",http://www.youtube.com/@rochmadmaskhuri6323
1074,@abbybrahmasta8590,"Uang Indonesia sudah gak cukup untuk nyogok wasit,, karna sudah di korupsi terlalu banyak miris bangsa ini",UgwwyXNo7sQ7dRUZSXx4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwwyXNo7sQ7dRUZSXx4AaABAg,2024-04-30 4:51:33,0,"Uang Indonesia sudah gak cukup untuk nyogok wasit,, karna sudah di korupsi terlalu banyak miris bangsa ini",http://www.youtube.com/@abbybrahmasta8590
1075,@yudiharisiswanto2141,Bangga pada tim garudaku... Kalian pahlawan... Tim sekelas Uzbek bisa di imbangi bahkan sebenarnya bisa dikalahkan.. Tp kita dikalahkan oleh VAr.,Ugy5Ye-FJktJ1vFr7Zl4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugy5Ye-FJktJ1vFr7Zl4AaABAg,2024-04-30 4:51:32,0,Bangga pada tim garudaku... Kalian pahlawan... Tim sekelas Uzbek bisa di imbangi bahkan sebenarnya bisa dikalahkan.. Tp kita dikalahkan oleh VAr.,http://www.youtube.com/@yudiharisiswanto2141
1076,@dwikartikaernawati7744,"dalam menentukan wasit FIFA kurang jeli,Tailan jelas2 lawan bebuyutan Indonesia ditunjuk menjadi wasit Indonesia vs Usbekistan,ya jelas pro Uzbe",UgzKGeyF9pfiRuyNP3J4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzKGeyF9pfiRuyNP3J4AaABAg,2024-04-30 4:49:44,0,"dalam menentukan wasit FIFA kurang jeli,Tailan jelas2 lawan bebuyutan Indonesia ditunjuk menjadi wasit Indonesia vs Usbekistan,ya jelas pro Uzbe",http://www.youtube.com/@dwikartikaernawati7744
1077,@dimasanwary2511,Goal keduanya mana?,UgxG06GaOwSDasFMBcV4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxG06GaOwSDasFMBcV4AaABAg,2024-04-30 4:49:18,0,Goal keduanya mana?,http://www.youtube.com/@dimasanwary2511
1078,@sahirBayazid,Wasitnya ganti aja ulngg,Ugwip4Sj9Jtc2ladCZd4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugwip4Sj9Jtc2ladCZd4AaABAg,2024-04-30 4:47:49,0,Wasitnya ganti aja ulngg,http://www.youtube.com/@sahirBayazid
1079,@user-yu6hz6cc2z,"Sangat kecewa dengan keputusan wasit cina di bantu wasit far tailan yg sangat kontroversial, kartu merah hanya berlaku buat indonesia sedangkan ubekistan sangat di untungkan. Tidak layak wasit seperti ini di jadikan panutan, sebaiknya pertandingan di ulang. Karna jika pertandingan di pimpin wasit yg adil menang atau kalah kita msih bisa menerima",UgxLJ_ARdD_afCbZJel4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxLJ_ARdD_afCbZJel4AaABAg,2024-04-30 4:47:45,0,"Sangat kecewa dengan keputusan wasit cina di bantu wasit far tailan yg sangat kontroversial, kartu merah hanya berlaku buat indonesia sedangkan ubekistan sangat di untungkan. Tidak layak wasit seperti ini di jadikan panutan, sebaiknya pertandingan di ulang. Karna jika pertandingan di pimpin wasit yg adil menang atau kalah kita msih bisa menerima",http://www.youtube.com/@user-yu6hz6cc2z
1080,@sahirBayazid,Wasitnya ganti aja ulngg,UgzMikflwM5ufcm--2h4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzMikflwM5ufcm--2h4AaABAg,2024-04-30 4:47:36,0,Wasitnya ganti aja ulngg,http://www.youtube.com/@sahirBayazid
1081,@RezkiBarkahchannel,"Meski sedih, ttp bangga hanya Indonesia membobol bawang Uzbek, meski keputusan tsb offside",UgwB4kCxkYQsAU_T8sJ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwB4kCxkYQsAU_T8sJ4AaABAg,2024-04-30 4:45:49,0,"Meski sedih, ttp bangga hanya Indonesia membobol bawang Uzbek, meski keputusan tsb offside",http://www.youtube.com/@RezkiBarkahchannel
1082,@RidaRi-vn1fo,"Sakiiit rasanya,,sesaak ya Allah balasanmu lebih pedih dri yg kami rasakan",UgwFxOWoy8F_5bwHc0x4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwFxOWoy8F_5bwHc0x4AaABAg,2024-04-30 4:45:28,0,"Sakiiit rasanya,,sesaak ya Allah balasanmu lebih pedih dri yg kami rasakan",http://www.youtube.com/@RidaRi-vn1fo
1083,@user-qr5zh3ps2h,Wasitnya TDK jujur ...sy sangat hati Krn Indonesia sdh menang 1 nol tapi dianggap opsait....padahal klu lawannya TDK ada pelanggaran ...,UgzAYntanhhk12yifB94AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzAYntanhhk12yifB94AaABAg,2024-04-30 4:45:08,0,Wasitnya TDK jujur ...sy sangat hati Krn Indonesia sdh menang 1 nol tapi dianggap opsait....padahal klu lawannya TDK ada pelanggaran ...,http://www.youtube.com/@user-qr5zh3ps2h
1084,@user-sn2ee9ei7b,Awas dia,UgxDLIpdVrPs_u-WNgV4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxDLIpdVrPs_u-WNgV4AaABAg,2024-04-30 4:44:17,0,Awas dia,http://www.youtube.com/@user-sn2ee9ei7b
1085,@addenok,kaget cara main timnas kemarin beda banget tidak seperti biasanya kelihatannya gugup banget,UgyelXbxeMk9aEV7bP54AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyelXbxeMk9aEV7bP54AaABAg,2024-04-30 4:44:10,0,kaget cara main timnas kemarin beda banget tidak seperti biasanya kelihatannya gugup banget,http://www.youtube.com/@addenok
1086,@Mikaruoka,"Indonesia sudah hebat dapat masuk kedalam 4 besar, tapi saya melihat permainan indonesia v Uzbekistan, memang mereka sangat kuat, indonesia sering sekali kehilangan bola, ini mengingatkan saya mengenai permainan Indonesia yang dulu, mungkin para pemain indonesia mengalami tekanan mental atau gugup dalam ketika bertanding. Anyway, terobosan ini merupakan sejarah bagi sepakbola indonesia, dan merupakan batu tumpuan yang bagus untuk umur senior maupun senior di tim , good job馃憤",UgwrBTgtCO0JTC14JoF4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwrBTgtCO0JTC14JoF4AaABAg,2024-04-30 4:43:54,2,"Indonesia sudah hebat dapat masuk kedalam 4 besar, tapi saya melihat permainan indonesia v Uzbekistan, memang mereka sangat kuat, indonesia sering sekali kehilangan bola, ini mengingatkan saya mengenai permainan Indonesia yang dulu, mungkin para pemain indonesia mengalami tekanan mental atau gugup dalam ketika bertanding. Anyway, terobosan ini merupakan sejarah bagi sepakbola indonesia, dan merupakan batu tumpuan yang bagus untuk umur senior maupun senior di tim , good job馃憤",http://www.youtube.com/@Mikaruoka
1087,@khairulasroripf8515,"Bentar lagi juga permainanya kembali ke stelan pabrik 馃槄馃槄, semalam di tekan Uzbekistan aja langsung hilang semua game planya kembali ke stelan pabrik 馃槄馃槄馃槄",UgwrBTgtCO0JTC14JoF4AaABAg.A2qmgzpR0t3A2r1GB0NQYR,@Mikaruoka,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwrBTgtCO0JTC14JoF4AaABAg.A2qmgzpR0t3A2r1GB0NQYR,2024-04-30 6:59:55,0,"Bentar lagi juga permainanya kembali ke stelan pabrik 馃槄馃槄, semalam di tekan Uzbekistan aja langsung hilang semua game planya kembali ke stelan pabrik 馃槄馃槄馃槄",http://www.youtube.com/@khairulasroripf8515
1088,@Mikaruoka,"@@khairulasroripf8515 benar, ini cukup mengkhawatirkan, mungkin karena keadaan kemenangan yang dulu lawan korsel bikin ngak fokus lagi, jadi kembali kayak dulu mainnya hilang terus bolanya",UgwrBTgtCO0JTC14JoF4AaABAg.A2qmgzpR0t3A2r4j_-wR5S,@Mikaruoka,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwrBTgtCO0JTC14JoF4AaABAg.A2qmgzpR0t3A2r4j_-wR5S,2024-04-30 7:30:16,0,"@@khairulasroripf8515 benar, ini cukup mengkhawatirkan, mungkin karena keadaan kemenangan yang dulu lawan korsel bikin ngak fokus lagi, jadi kembali kayak dulu mainnya hilang terus bolanya",http://www.youtube.com/@Mikaruoka
1089,@yoyokraharjo4863,"Harus mengakui kehebatan timnas uzbekistann u23 lebih hebat , lebih lincah, beda kelas, harus mengakui",Ugw8us5gq0X-CfIJh_l4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugw8us5gq0X-CfIJh_l4AaABAg,2024-04-30 4:43:38,0,"Harus mengakui kehebatan timnas uzbekistann u23 lebih hebat , lebih lincah, beda kelas, harus mengakui",http://www.youtube.com/@yoyokraharjo4863
1090,@jofebrio9978,Tebak tebakan : ketika timnas menang semua senang tapi ada 1 orang yang sedih. Tapi saat timnas kalah semua orang sedih tapi cuma 1 orang yang senang. Siapakah diaaa???,UgzmKY7VPGdAfiJyIad4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzmKY7VPGdAfiJyIad4AaABAg,2024-04-30 4:42:17,2,Tebak tebakan : ketika timnas menang semua senang tapi ada 1 orang yang sedih. Tapi saat timnas kalah semua orang sedih tapi cuma 1 orang yang senang. Siapakah diaaa???,http://www.youtube.com/@jofebrio9978
1091,@maxiplayz8154,Jerome wkwkwk馃槀,UgzmKY7VPGdAfiJyIad4AaABAg.A2qmW8R-JdOA2qntRlCqkz,@jofebrio9978,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzmKY7VPGdAfiJyIad4AaABAg.A2qmW8R-JdOA2qntRlCqkz,2024-04-30 4:54:20,0,Jerome wkwkwk馃槀,http://www.youtube.com/@maxiplayz8154
1092,@jofebrio9978,@@maxiplayz8154 towel,UgzmKY7VPGdAfiJyIad4AaABAg.A2qmW8R-JdOA2qoRaxiC2B,@jofebrio9978,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzmKY7VPGdAfiJyIad4AaABAg.A2qmW8R-JdOA2qoRaxiC2B,2024-04-30 4:59:08,0,@@maxiplayz8154 towel,http://www.youtube.com/@jofebrio9978
1093,@fransiscosteven5688,6:17 padahal kaki nya duluan kena witan daripada kena bola. coba kalian play di speed 0.25,Ugxavyv6lub37r0QGf54AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugxavyv6lub37r0QGf54AaABAg,2024-04-30 4:42:16,0,6:17 padahal kaki nya duluan kena witan daripada kena bola. coba kalian play di speed 0.25,http://www.youtube.com/@fransiscosteven5688
