id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl
291,@wahyufirdaus2960,Om Shin Tae Yong nanti mainnya pakai strategi menyerang dan bertahan saja karena netizen indonesia suka menyerang馃槀鉂も潳鉂�,Ugz1AGEoEUojeBZuR8N4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugz1AGEoEUojeBZuR8N4AaABAg,2024-04-30 22:41:59,0,Om Shin Tae Yong nanti mainnya pakai strategi menyerang dan bertahan saja karena netizen indonesia suka menyerang馃槀鉂も潳鉂�,http://www.youtube.com/@wahyufirdaus2960
292,@MuhamadArifin-ug1qb,Wasit pakyu,Ugx9oyyR8hWZcO2RA-d4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugx9oyyR8hWZcO2RA-d4AaABAg,2024-04-30 22:41:52,0,Wasit pakyu,http://www.youtube.com/@MuhamadArifin-ug1qb
293,@user-nk6wz3dn4o,Appn hasilnya qt tetep love timnas qt tetap bangga kpd kalian terus semangat pantang menyerah,UgztyfrHI_0hqkjn6uF4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgztyfrHI_0hqkjn6uF4AaABAg,2024-04-30 22:37:20,0,Appn hasilnya qt tetep love timnas qt tetap bangga kpd kalian terus semangat pantang menyerah,http://www.youtube.com/@user-nk6wz3dn4o
294,@riand4639,"Ingat laga ini adalah laga yg gk kedetect dri radar FIFA, meskipun kalian menghabiskan jiwa dan raga kalian ad baikkny kalian boikot AFC via instagram mau platform appun biar gk dpt dukungan dan gk bisa menciptakan laga kotor ini sampai kapanpun.",UgwhYk7Jr2AncvOYrdF4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwhYk7Jr2AncvOYrdF4AaABAg,2024-04-30 22:34:06,0,"Ingat laga ini adalah laga yg gk kedetect dri radar FIFA, meskipun kalian menghabiskan jiwa dan raga kalian ad baikkny kalian boikot AFC via instagram mau platform appun biar gk dpt dukungan dan gk bisa menciptakan laga kotor ini sampai kapanpun.",http://www.youtube.com/@riand4639
295,@user-im2gm9fk8f,Wasit VAR SANGAT BURUK TENTANG INDONESIA,Ugxt1IV_fQfLuRkJfn14AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugxt1IV_fQfLuRkJfn14AaABAg,2024-04-30 22:31:26,0,Wasit VAR SANGAT BURUK TENTANG INDONESIA,http://www.youtube.com/@user-im2gm9fk8f
296,@verrelmaulana1391,Wasinya gak adil banget Makanya Indonesia kalah,UgwDmnnwtZK-dJqx4TJ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwDmnnwtZK-dJqx4TJ4AaABAg,2024-04-30 22:28:08,0,Wasinya gak adil banget Makanya Indonesia kalah,http://www.youtube.com/@verrelmaulana1391
297,@user-pd5cy1cw2u,Ia memang indonesia mainnya emosional makanya tdk bisa pernah menang terlalu hoax banyak paham,Ugwa_oxbtpFld7JOTzx4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugwa_oxbtpFld7JOTzx4AaABAg,2024-04-30 22:21:47,0,Ia memang indonesia mainnya emosional makanya tdk bisa pernah menang terlalu hoax banyak paham,http://www.youtube.com/@user-pd5cy1cw2u
298,@DaniAlfani-vt4nf,itu R.RIDHO kasi kluar dari timnas,UgwJt8Uemv0vDyxZH5Z4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwJt8Uemv0vDyxZH5Z4AaABAg,2024-04-30 22:05:25,0,itu R.RIDHO kasi kluar dari timnas,http://www.youtube.com/@DaniAlfani-vt4nf
299,@donaltrump7155,Asing prettttt...modal keberungan...馃槄,UgwipHZo7tzqXiZi4-B4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwipHZo7tzqXiZi4-B4AaABAg,2024-04-30 22:05:02,0,Asing prettttt...modal keberungan...馃槄,http://www.youtube.com/@donaltrump7155
300,@dinonugroho1294,Wasit nya curang,UgwZlptNpm9nYhWvVal4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwZlptNpm9nYhWvVal4AaABAg,2024-04-30 22:04:10,0,Wasit nya curang,http://www.youtube.com/@dinonugroho1294
301,@mirgoinsagi2807,janggal sekali sejak kapan lemparan kedalam jadi offside馃槷,UgyoHI2Iv3cT_5e93YN4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyoHI2Iv3cT_5e93YN4AaABAg,2024-04-30 22:03:29,0,janggal sekali sejak kapan lemparan kedalam jadi offside馃槷,http://www.youtube.com/@mirgoinsagi2807
302,@sucihikmawati9519,ayang abang sayang 鉂も潳鉂も潳,Ugy2iv9pBZKEdQu5gdB4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugy2iv9pBZKEdQu5gdB4AaABAg,2024-04-30 22:01:15,0,ayang abang sayang 鉂も潳鉂も潳,http://www.youtube.com/@sucihikmawati9519
303,@user-mr3xf4mx4u,Curang,UgwM7wrEK53pTvIHexx4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwM7wrEK53pTvIHexx4AaABAg,2024-04-30 21:55:32,0,Curang,http://www.youtube.com/@user-mr3xf4mx4u
304,@Hhh12353,Tetap bangga karena mereka berusaha馃憤馃憤鉂も潳,UgyPt121sVe4D1aeywJ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyPt121sVe4D1aeywJ4AaABAg,2024-04-30 21:54:02,0,Tetap bangga karena mereka berusaha馃憤馃憤鉂も潳,http://www.youtube.com/@Hhh12353
305,@Bll-bx6sv,Wasit anjik,UgwDV7XpVF2T4YyspjZ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwDV7XpVF2T4YyspjZ4AaABAg,2024-04-30 21:53:42,0,Wasit anjik,http://www.youtube.com/@Bll-bx6sv
306,@wahyuningsih8788,"Cuarang main ya banyak mengeluarkan kartu kuning,,,, padahal jauh dari pelanggaran ,,pantas Lo menang,, arap takut menerima kekalahan,",UgxMKfIeK_xoasA7MbN4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxMKfIeK_xoasA7MbN4AaABAg,2024-04-30 21:52:53,0,"Cuarang main ya banyak mengeluarkan kartu kuning,,,, padahal jauh dari pelanggaran ,,pantas Lo menang,, arap takut menerima kekalahan,",http://www.youtube.com/@wahyuningsih8788
307,@NurlailaNur1231,馃槩馃槩鉂も潳 Nihal.,UgzTOqsmsqfE10Yb--94AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzTOqsmsqfE10Yb--94AaABAg,2024-04-30 21:52:46,0,馃槩馃槩鉂も潳 Nihal.,http://www.youtube.com/@NurlailaNur1231
308,@user-dl6sy6om8q,"Gua bangga dengan Indonesia sudah sejauh ini pertempuran@. Kalah bukan berarti kita harus mundur, kekalahan hari ini merupakan awal dari kita melangkah lebih jauh nanti@. Trus evaluasi TIM, taktik dan lain@ dan tetap semangat Indonesia. Tapi saya penasaran, itu wasit dari negara mana ya...???? 馃槄馃槄馃槄",UgwCfQ1F-94peaMxtY14AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwCfQ1F-94peaMxtY14AaABAg,2024-04-30 21:47:40,0,"Gua bangga dengan Indonesia sudah sejauh ini pertempuran@. Kalah bukan berarti kita harus mundur, kekalahan hari ini merupakan awal dari kita melangkah lebih jauh nanti@. Trus evaluasi TIM, taktik dan lain@ dan tetap semangat Indonesia. Tapi saya penasaran, itu wasit dari negara mana ya...???? 馃槄馃槄馃槄",http://www.youtube.com/@user-dl6sy6om8q
309,@user-ke8oy6lq8h,Afc..asian football comedy,Ugy7nF7JrSJph50rcmt4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugy7nF7JrSJph50rcmt4AaABAg,2024-04-30 21:42:46,0,Afc..asian football comedy,http://www.youtube.com/@user-ke8oy6lq8h
310,@joshkula2644,Indonesia ngga akan menang Kalau tidak ada pemain2 anak anak Papua,UgxogQFo2_V2MonF79F4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxogQFo2_V2MonF79F4AaABAg,2024-04-30 21:41:12,0,Indonesia ngga akan menang Kalau tidak ada pemain2 anak anak Papua,http://www.youtube.com/@joshkula2644
311,@Menyooo-zd8ju,sit washit,UgxfT74DIv5s7qLCxJN4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxfT74DIv5s7qLCxJN4AaABAg,2024-04-30 21:32:43,0,sit washit,http://www.youtube.com/@Menyooo-zd8ju
312,@tidakpunyanama4637,WASIT shen yinhao MAKAN TINJA BABI Masa Pelanggaran Jadi Tendangan Penjaga Gawang 鉁嶏笍鉁嶏笍鉁嶏笍馃憥馃憥馃憥馃憥馃憥THE REFEREE EATS PIG FOOLS When the Violation Becomes a Goalkeeper\'s Kick...... 丕賱丨賰賲 賷兀賰賱 賱丨賲 丕賱禺賳夭賷乇 兀孬賳丕亍 丕賱賲禺丕賱賮丞 賷氐亘丨 乇賰賱丞 丨丕乇爻 丕賱賲乇賲賶 馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥,UgyvgU6yZGrenB41OMl4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyvgU6yZGrenB41OMl4AaABAg,2024-04-30 21:30:34,0,WASIT shen yinhao MAKAN TINJA BABI Masa Pelanggaran Jadi Tendangan Penjaga Gawang 鉁嶏笍鉁嶏笍鉁嶏笍馃憥馃憥馃憥馃憥馃憥THE REFEREE EATS PIG FOOLS When the Violation Becomes a Goalkeeper\'s Kick...... 丕賱丨賰賲 賷兀賰賱 賱丨賲 丕賱禺賳夭賷乇 兀孬賳丕亍 丕賱賲禺丕賱賮丞 賷氐亘丨 乇賰賱丞 丨丕乇爻 丕賱賲乇賲賶 馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃ぎ馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥馃憥,http://www.youtube.com/@tidakpunyanama4637
313,@user-jz8ok9fz3t,Wasit ape tu,Ugx_Bzk7RxMHpRsQNtR4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugx_Bzk7RxMHpRsQNtR4AaABAg,2024-04-30 21:21:23,0,Wasit ape tu,http://www.youtube.com/@user-jz8ok9fz3t
314,@daih7372,Sumpah curang,Ugwq22FKufcJFEMbzfZ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugwq22FKufcJFEMbzfZ4AaABAg,2024-04-30 21:13:07,0,Sumpah curang,http://www.youtube.com/@daih7372
315,@sriwulan1216,鉂�,Ugyg3FQCVRQ4PtnwoGN4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugyg3FQCVRQ4PtnwoGN4AaABAg,2024-04-30 21:11:45,0,鉂�,http://www.youtube.com/@sriwulan1216
316,@iramdk2464,Ngk kena loh itu,UgxRjXxs7DwY0OU87tp4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxRjXxs7DwY0OU87tp4AaABAg,2024-04-30 21:09:01,0,Ngk kena loh itu,http://www.youtube.com/@iramdk2464
317,@SintaPuji-ee9jq,Harus diulang wasite raceto,UgwidEoJqQq4rmjyljV4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwidEoJqQq4rmjyljV4AaABAg,2024-04-30 21:08:51,0,Harus diulang wasite raceto,http://www.youtube.com/@SintaPuji-ee9jq
318,@rikiarisman5961,Wasit dibayar馃槷馃槷馃槷馃槷馃槷馃槷馃槷,Ugybdh9g1bwdFZwzAXN4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugybdh9g1bwdFZwzAXN4AaABAg,2024-04-30 21:07:39,0,Wasit dibayar馃槷馃槷馃槷馃槷馃槷馃槷馃槷,http://www.youtube.com/@rikiarisman5961
319,@tetiumiyati8273,Udah gol padahal wasit lu kenape,UgyoZN0IZjyIdTLiESN4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyoZN0IZjyIdTLiESN4AaABAg,2024-04-30 21:00:47,0,Udah gol padahal wasit lu kenape,http://www.youtube.com/@tetiumiyati8273
320,@tetiumiyati8273,Wasit nya anj*,Ugyh7ybyS_B0Nva-AqV4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugyh7ybyS_B0Nva-AqV4AaABAg,2024-04-30 21:00:15,0,Wasit nya anj*,http://www.youtube.com/@tetiumiyati8273
321,@Indonesia_173,鉂も潳鉂も潳,Ugzf9ejRZ5Fb1aVw5f54AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugzf9ejRZ5Fb1aVw5f54AaABAg,2024-04-30 20:54:56,0,鉂も潳鉂も潳,http://www.youtube.com/@Indonesia_173
322,@user-hu4yy7xl6b,Harus di ualng tanding kesibukan wasit,Ugzj0OAJ0IUYy6TLbGl4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugzj0OAJ0IUYy6TLbGl4AaABAg,2024-04-30 20:52:01,0,Harus di ualng tanding kesibukan wasit,http://www.youtube.com/@user-hu4yy7xl6b
323,@Hermawan-lm3vn,Proses Goal ke 2 mana nih???,UgzcI8QY0Q4nQIS5uhF4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzcI8QY0Q4nQIS5uhF4AaABAg,2024-04-30 20:49:10,0,Proses Goal ke 2 mana nih???,http://www.youtube.com/@Hermawan-lm3vn
324,@nooe370,Wasitnya minta diajak ngopi,UgyfGwyNOqaKrPp7zaZ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyfGwyNOqaKrPp7zaZ4AaABAg,2024-04-30 20:42:48,0,Wasitnya minta diajak ngopi,http://www.youtube.com/@nooe370
325,@yuliada316,MIN BILANGIN KE STY BAGAS SURUH DI TURUNKAN.,UgzMxOsAn7m9BhxRGRh4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzMxOsAn7m9BhxRGRh4AaABAg,2024-04-30 20:42:03,0,MIN BILANGIN KE STY BAGAS SURUH DI TURUNKAN.,http://www.youtube.com/@yuliada316
326,@VuserHax,Gol Ferrari itu tidak offside krn bola sudah lepas dari kaki Arhan sebelum kaki Sananta lebih sedikit dari pemain uzbekistan,UgzCCKUHI-478ODIsON4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzCCKUHI-478ODIsON4AaABAg,2024-04-30 20:40:57,0,Gol Ferrari itu tidak offside krn bola sudah lepas dari kaki Arhan sebelum kaki Sananta lebih sedikit dari pemain uzbekistan,http://www.youtube.com/@VuserHax
327,@zgaming_43,Apanya offset woi!.itu udah gol,Ugxk8ix0gBp4Kfx8TLd4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugxk8ix0gBp4Kfx8TLd4AaABAg,2024-04-30 20:34:35,0,Apanya offset woi!.itu udah gol,http://www.youtube.com/@zgaming_43
328,@siarandsp,Indonesia (11 Pemain) vs Uzbekistan (14 Pemain),Ugzp9ZFLW6baYf8bLL94AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugzp9ZFLW6baYf8bLL94AaABAg,2024-04-30 20:32:59,0,Indonesia (11 Pemain) vs Uzbekistan (14 Pemain),http://www.youtube.com/@siarandsp
329,@IbasAlkhadafiilham-nr4gx,Wasit nya yatim,Ugx5a8-048dOeoAUYo14AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugx5a8-048dOeoAUYo14AaABAg,2024-04-30 20:31:41,0,Wasit nya yatim,http://www.youtube.com/@IbasAlkhadafiilham-nr4gx
330,@Parapipuu,Semi final udah bagus buat Indonesia keren cuy! Tapi heran sih kok bisa ya Indonesia di curangin wasit 2 kali(vs Qatar sama Uzbekistan),UgxXOfmXWXWDA6OHLMF4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxXOfmXWXWDA6OHLMF4AaABAg,2024-04-30 20:24:42,0,Semi final udah bagus buat Indonesia keren cuy! Tapi heran sih kok bisa ya Indonesia di curangin wasit 2 kali(vs Qatar sama Uzbekistan),http://www.youtube.com/@Parapipuu
331,@heruharmoko9637,Bentar main Uzbekistan curang masak gol tapi engga di akui,UgyB3lvNtdD0llIbO-p4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyB3lvNtdD0llIbO-p4AaABAg,2024-04-30 20:18:32,0,Bentar main Uzbekistan curang masak gol tapi engga di akui,http://www.youtube.com/@heruharmoko9637
332,@AnasSulton-pt5mc,馃帀馃帀馃帀馃帀馃帀馃帀,Ugzhhfmn8YGK03uln8p4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugzhhfmn8YGK03uln8p4AaABAg,2024-04-30 20:15:26,0,馃帀馃帀馃帀馃帀馃帀馃帀,http://www.youtube.com/@AnasSulton-pt5mc
333,@halimahtobs9441,Wasitnya bner虏 udah gila,UgzBkPKZHp45JQu0J314AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzBkPKZHp45JQu0J314AaABAg,2024-04-30 20:07:59,0,Wasitnya bner虏 udah gila,http://www.youtube.com/@halimahtobs9441
334,@user-uw7oi1oi9h,馃帀artan hibat馃帀,UgzXZFzdPZ1YIA_KhI54AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzXZFzdPZ1YIA_KhI54AaABAg,2024-04-30 20:05:12,0,馃帀artan hibat馃帀,http://www.youtube.com/@user-uw7oi1oi9h
335,@INFOKERJA73,"Peran striker bukan hanya mencetak gol tapi juga menutup ruang operan pemain belakang lawan , sanantha jauh banget buat nutup ruang kayak struick 馃し hanya pendapat saja sih",UgxKagbKB_uKCjHIFg54AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxKagbKB_uKCjHIFg54AaABAg,2024-04-30 20:01:17,0,"Peran striker bukan hanya mencetak gol tapi juga menutup ruang operan pemain belakang lawan , sanantha jauh banget buat nutup ruang kayak struick 馃し hanya pendapat saja sih",http://www.youtube.com/@INFOKERJA73
336,@muhammadsetiawan4980,Nonton highlight sampe degdegan pol馃槀馃椏,Ugy9JLgHtFj9pHR9KTh4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugy9JLgHtFj9pHR9KTh4AaABAg,2024-04-30 20:00:59,0,Nonton highlight sampe degdegan pol馃槀馃椏,http://www.youtube.com/@muhammadsetiawan4980
337,@NizamKhoirulNo,Wasit kont鈥 sini gelot serlok,UgyFJ8zxDxz1dFwOPGR4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyFJ8zxDxz1dFwOPGR4AaABAg,2024-04-30 19:53:04,0,Wasit kont鈥 sini gelot serlok,http://www.youtube.com/@NizamKhoirulNo
338,@davinoandfamily,tetep bangga dengan garuda muda indonesiaaaa... semangattt,UgzBHVDj_kDezlL-jbt4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzBHVDj_kDezlL-jbt4AaABAg,2024-04-30 19:48:51,0,tetep bangga dengan garuda muda indonesiaaaa... semangattt,http://www.youtube.com/@davinoandfamily
339,@imadeariwidiana6890,Bree gua mau nanya indonesia goal offiside itu. Padahal kan bolanya gk kena pemain indonesia tapi kena kiper. Dan pemain usbek duluan loncat sebelum indonesia. Tapi kok bisa kena offside ya ???,UgzlxyWIIQRwnA6vJLh4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzlxyWIIQRwnA6vJLh4AaABAg,2024-04-30 19:45:11,0,Bree gua mau nanya indonesia goal offiside itu. Padahal kan bolanya gk kena pemain indonesia tapi kena kiper. Dan pemain usbek duluan loncat sebelum indonesia. Tapi kok bisa kena offside ya ???,http://www.youtube.com/@imadeariwidiana6890
340,@user-mz4qo8mb1k,Mampus...syukurin lu kalah,Ugydvqd-LnXy4Q04XJB4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugydvqd-LnXy4Q04XJB4AaABAg,2024-04-30 19:45:01,0,Mampus...syukurin lu kalah,http://www.youtube.com/@user-mz4qo8mb1k
341,@abahentertainment,"Sudut pandang "", menghadapi Iraq di putaran uratan ketiga, mungkin lebih baik mainkan pegang bola selama mungkin di area setengah lapangan hingga keluar keringat dan memancing pemain Iraq banyak yg keluar dari setengah lapangan lalu serang mendadak dengan bola2 sekali sentuh tajam ke lini belakang Iraq, sepertinya akan membuahkan hasil gol yg bagus.",Ugxz0jIy1mVDbtcUT114AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugxz0jIy1mVDbtcUT114AaABAg,2024-04-30 19:44:45,0,"Sudut pandang "", menghadapi Iraq di putaran uratan ketiga, mungkin lebih baik mainkan pegang bola selama mungkin di area setengah lapangan hingga keluar keringat dan memancing pemain Iraq banyak yg keluar dari setengah lapangan lalu serang mendadak dengan bola2 sekali sentuh tajam ke lini belakang Iraq, sepertinya akan membuahkan hasil gol yg bagus.",http://www.youtube.com/@abahentertainment
342,@slametdoang1012,"Komentar saya,wasit curang,wasit mata duitan,wasit koplok,di situ saya tidak melihat ada ofsait yg seharusnya itu gol murni,semoga wasit seperti itu,ini yg terakhir memimpin pertandingan,selanjutnya akan mendapat karma dan penderitaan.",Ugz-kbY45HOA5Qq0LN14AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugz-kbY45HOA5Qq0LN14AaABAg,2024-04-30 19:43:35,0,"Komentar saya,wasit curang,wasit mata duitan,wasit koplok,di situ saya tidak melihat ada ofsait yg seharusnya itu gol murni,semoga wasit seperti itu,ini yg terakhir memimpin pertandingan,selanjutnya akan mendapat karma dan penderitaan.",http://www.youtube.com/@slametdoang1012
343,@Jesicamiraaa,"Uzbekistan Memeng pantas juara, skilnya keren鉂�",Ugxb9O2vQx2dhB9KRn54AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugxb9O2vQx2dhB9KRn54AaABAg,2024-04-30 19:40:52,0,"Uzbekistan Memeng pantas juara, skilnya keren鉂�",http://www.youtube.com/@Jesicamiraaa
344,@engkuskusno1691,Wasitn8ga netral,UgxsK939Fz9whCFeFgJ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxsK939Fz9whCFeFgJ4AaABAg,2024-04-30 19:36:13,0,Wasitn8ga netral,http://www.youtube.com/@engkuskusno1691
345,@Sapana.01911,Lu pijak sama gua,Ugxfv15iAslAnQXDN694AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugxfv15iAslAnQXDN694AaABAg,2024-04-30 19:35:18,0,Lu pijak sama gua,http://www.youtube.com/@Sapana.01911
346,@RiskaYulia-xg8ys,Itu gimana sih wasit nya dih kok gituh,Ugy3UTLH9a3Jk8vFF654AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugy3UTLH9a3Jk8vFF654AaABAg,2024-04-30 19:34:24,0,Itu gimana sih wasit nya dih kok gituh,http://www.youtube.com/@RiskaYulia-xg8ys
347,@sakhirmanwaruwu8777,"Sepak bola class ringan ya begini kesannya tidak memuaskan, indo馃嚠馃嚛 tetap garuda bersayap semangat, kekalahan kita tidak murni, kemenangan mereka juga tidak murni.",Ugyl1arMXhXTBa4riJp4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugyl1arMXhXTBa4riJp4AaABAg,2024-04-30 19:30:16,0,"Sepak bola class ringan ya begini kesannya tidak memuaskan, indo馃嚠馃嚛 tetap garuda bersayap semangat, kekalahan kita tidak murni, kemenangan mereka juga tidak murni.",http://www.youtube.com/@sakhirmanwaruwu8777
348,@ahmadkun69,INDONESIA AKAN MENANG JIKA JOKOWI TIDAK NOBAR,UgzPW_l_QOnW2ToptzR4AaABAg,,1,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzPW_l_QOnW2ToptzR4AaABAg,2024-04-30 19:20:15,0,INDONESIA AKAN MENANG JIKA JOKOWI TIDAK NOBAR,http://www.youtube.com/@ahmadkun69
349,@yogisuaramahardika1369,Wasittt asuuu,UgwytRnio9Rc6TNktqZ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwytRnio9Rc6TNktqZ4AaABAg,2024-04-30 19:04:22,0,Wasittt asuuu,http://www.youtube.com/@yogisuaramahardika1369
350,@SitiMardiyah-bg5dp,Gerak dikit di kasih kartu,UgwyUb_BRiXL6n2TtMB4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwyUb_BRiXL6n2TtMB4AaABAg,2024-04-30 19:00:28,0,Gerak dikit di kasih kartu,http://www.youtube.com/@SitiMardiyah-bg5dp
351,@naakbm,"itu wasit nya di peletttt mungkin n, orang jelas jelas Indonesia pasti menang , malahan dapet wasit yang kaya gituuuu, kecewa sih kecewa, tapi lebih kecewa ke wasitnya 馃懝",UgzmyTNvZx1bc8o9Aqd4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzmyTNvZx1bc8o9Aqd4AaABAg,2024-04-30 18:49:54,0,"itu wasit nya di peletttt mungkin n, orang jelas jelas Indonesia pasti menang , malahan dapet wasit yang kaya gituuuu, kecewa sih kecewa, tapi lebih kecewa ke wasitnya 馃懝",http://www.youtube.com/@naakbm
352,@GadingSlow,Wsete mumet,Ugw0w5BTfmm2HSwVVSF4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugw0w5BTfmm2HSwVVSF4AaABAg,2024-04-30 18:43:04,0,Wsete mumet,http://www.youtube.com/@GadingSlow
